,model,region,scenario,unit,variable,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
1,AIM/CGE,World,ssp370,Mt BC / yr,Emissions|BC,7.4574,7.5918,8.0465,8.2417,8.5425,8.8401,8.9256,9.2845,9.0919,9.1095,9.6651,9.4789,9.7053,9.5605,9.7444,9.7274,9.993889204,10.36881568,10.5779756,10.22554374,9.229694498,8.014821654,6.751824045,5.888195124,5.313513523
2,AIM/CGE,World,ssp370,Mt CH4 / yr,Emissions|CH4,310.187,312.896,322.279,328.124,338.942,346.396,356.47,355.023,360.492,364.2,370.896,372.658,380.81,381.594,387.874,388.073,408.879918,457.2723778,495.478359,522.1971266,525.3667083,508.2981529,479.6173853,458.1913841,453.8603764
3,AIM/CGE,World,ssp370,Mt CO / yr,Emissions|CO,886.565,881.67,970.724,944.747,945.547,950.592,986.151,945.87,912.51,917.729,953.229,906.767,949.602,901.239,964.048,934.35,946.0479206,956.0021671,963.6987095,930.5032742,845.9157706,743.5163084,640.6129492,572.9038884,534.2137588
4,AIM/CGE,World,ssp370,Mt CO2 / yr,Emissions|CO2|MAGICC AFOLU,4402.24,3524.47,3923.35,3301.82,3804.48,3758.47,4003.93,3540.63,2449.09,2766.16,3243.44,3348.04,3557.04,3366.37,4015.37,3517.44,3694.149772,3303.888338,2910.731579,2501.199255,2324.656545,1713.800796,1054.388081,592.1127681,398.7926585
5,AIM/CGE,World,ssp370,Mt CO2 / yr,Emissions|CO2|MAGICC Fossil and Industrial,25259.6,25493.9,26010,27207.4,28629,29658.2,30627.9,31811.6,32002.1,31459.2,32890.4,33918,34396.9,35396.3,35615.6,35635.3,39021.61323,46326.50538,50940.26513,51956.54857,46887.01143,37662.17387,26166.55458,17367.68548,12021.74921
6,AIM/CGE,World,ssp370,Mt NH3 / yr,Emissions|NH3,54.5096,54.7099,57.0767,57.6904,58.1136,58.8834,60.3797,60.9658,61.3164,61.378,62.4445,62.3987,63.8485,63.651,65.0369,65.2797,67.16744813,72.13911708,75.09974404,75.40354091,72.02390741,65.52251606,57.87618666,53.55923371,51.534055
7,AIM/CGE,World,ssp370,Mt NOx / yr,Emissions|NOx,135.533,135.906,137.62,140.193,146.35,149.85,153.19,158.089,157.775,152.677,155.42,159.276,158.24,156.038,155.64,155.52,162.2557193,164.6188709,164.24483,158.6805739,142.6025132,123.659919,104.6082771,92.2628881,84.29597536
8,AIM/CGE,World,ssp370,Mt OC / yr,Emissions|OC,27.982,27.878,33.8082,34.3622,32.3303,32.724,34.3551,33.2773,31.619,31.7725,34.6105,32.5183,35.8269,33.2456,36.1458,34.746,35.0202864,36.36468502,36.8035973,35.8540969,32.74589474,28.71736228,24.59469032,21.65333658,19.69452398
9,AIM/CGE,World,ssp370,Mt SO2 / yr,Emissions|Sulfur,111.149,111.924,111.202,115.104,120.494,124.981,125.896,125.088,122.361,117.259,116.317,117.486,115.67,114.648,114.009,100.771,96.34621595,96.2620684,95.69510021,93.21315961,83.63289811,72.14918276,60.45743076,52.10257589,45.6044092
10,AIM/CGE,World,ssp370,Mt VOC / yr,Emissions|VOC,195.324,196.188,218.46,214.403,216.687,218.788,229.895,219.706,214.695,218.758,224.602,218.629,229.107,219.381,233.526,227.245,231.5990191,239.3134224,241.1010346,239.1708691,219.9606041,194.322842,166.9933578,146.6048176,133.0064895
11,AIM/CGE,World,ssp370,kt C2F6 / yr,Emissions|C2F6,2.8154,3.0481,3.4534,3.1633,2.203,1.948,2.0454,1.7666,1.746,1.7996,1.7742,1.8468,1.795,1.6325,1.6517,1.57,1.972121998,1.316912161,0.898028456,0.620032833,0.427833707,0.298163085,0.213530041,0.113718635,0.106501364
12,AIM/CGE,World,ssp370,kt C3F8 / yr,Emissions|C3F8,0.9582,1.0431,1.1324,1.1167,0.9255,0.6805,0.625,0.5468,0.5693,0.6433,0.504,0.4523,0.4648,0.4476,0.4515,0.4478,0.562528184,0.375650795,0.256126481,0.176845285,0.122026372,0.085066022,0.060870242,0.032464334,0.030403951
13,AIM/CGE,World,ssp370,kt C4F10 / yr,Emissions|C4F10,0.2511,0.2211,0.1912,0.1712,0.1512,0.1313,0.1113,0.1013,0.0913,0.0914,0.1014,0.1014,0.1014,0.1014,0.0994,0.0994,0.12487598,0.083337818,0.056895639,0.039236672,0.027039439,0.018851196,0.013557463,0.007165832,0.006711045
14,AIM/CGE,World,ssp370,kt C5F12 / yr,Emissions|C5F12,0.1948,0.1465,0.1344,0.1223,0.0981,0.0861,0.0861,0.0861,0.0619,0.0498,0.0499,0.0499,0.0499,0.0499,0.0428,0.0435,0.054621027,0.036478486,0.024891842,0.017189399,0.011862464,0.008247398,0.005948683,0.003177891,0.002976202
15,AIM/CGE,World,ssp370,kt C6F14 / yr,Emissions|C6F14,0.8271,0.7137,0.6429,0.5721,0.4871,0.4162,0.3596,0.2887,0.2745,0.2604,0.2321,0.2322,0.2323,0.2323,0.2997,0.35,0.439606444,0.293574201,0.200191917,0.138169137,0.095335829,0.066450466,0.047589462,0.025360813,0.023751263
16,AIM/CGE,World,ssp370,kt C7F16 / yr,Emissions|C7F16,0.2463,0.2464,0.2465,0.2302,0.2303,0.2304,0.2468,0.2305,0.2306,0.2307,0.1982,0.1982,0.1983,0.1984,0.2187,0.2338,0.293722377,0.196071864,0.133685529,0.092299599,0.063673518,0.044378857,0.031818535,0.01694875,0.01587308
17,AIM/CGE,World,ssp370,kt C8F18 / yr,Emissions|C8F18,0.3145,0.2778,0.2226,0.2043,0.1676,0.1308,0.1309,0.0941,0.0757,0.0757,0.0758,0.0758,0.0758,0.0758,0.0915,0.1014,0.127416493,0.085084129,0.057952821,0.040077458,0.027650007,0.019243929,0.013764975,0.007352767,0.006886116
18,AIM/CGE,World,ssp370,kt CCl4 / yr,Emissions|CCl4,72.6514,70.657,70.4567,69.839,66.9986,63.1956,60.0481,57.2572,56.8377,55.3553,56.0909,57.5659,59.4649,62.5129,53.5475,47.5476,34.09700538,18.2345863,9.7293464,5.093854191,2.561681577,1.242450915,0.589334613,0.285947844,0.14361636
19,AIM/CGE,World,ssp370,kt CF4 / yr,Emissions|CF4,9.9232,10.5933,11.9822,12.5799,12.1949,11.0608,10.2173,9.3272,9.0353,9.6855,10.4895,11.0568,9.661,8.3027,9.8735,10.8699,12.45955469,10.01935955,8.434490087,7.271209208,6.234684103,5.295065339,4.482954957,3.750097857,3.512094016
20,AIM/CGE,World,ssp370,kt CFC11 / yr,Emissions|CFC11,76.3301,68.2715,63.4848,62.278,60.9668,60.3312,63.0372,64.7375,63.0609,60.0651,58.8601,62.4156,70.2352,75.7408,54.9365,43.5734,34.30718397,22.11644053,14.22506292,8.977817585,5.442428535,3.182081899,1.81946686,1.064157174,0.645835942
21,AIM/CGE,World,ssp370,kt CFC113 / yr,Emissions|CFC113,9.4044,5.9591,3.1514,5.7693,9.2168,4.6297,0.6451,4.5089,8.3395,5.7877,4.407,4.6238,5.4529,6.5168,2.8024,0.8742,0.401596463,0.088188681,0.019317607,0.004110508,0.00087224,0.000157093,0,0,0
22,AIM/CGE,World,ssp370,kt CFC114 / yr,Emissions|CFC114,3.9867,3.2771,2.4206,1.7336,1.473,1.814,1.751,1.5546,1.9164,1.6755,1.4644,2.0468,2.052,1.9409,1.6696,1.6696,0.877258648,0.251662748,0.072176731,0.02027228,0.005495112,0.00141384,0.000276683,0.000124623,0
23,AIM/CGE,World,ssp370,kt CFC115 / yr,Emissions|CFC115,2.3476,1.16,0.9501,0.7451,0.7567,0.5807,0.5871,0.7828,0.457,0.3835,0.659,0.856,0.7169,0.6133,1.1149,1.6714,1.353800242,0.923507209,0.628927464,0.42020607,0.269609376,0.166833085,0.100920094,0.062436204,0.040032841
24,AIM/CGE,World,ssp370,kt CFC12 / yr,Emissions|CFC12,122.766,111.641,101.905,97.8448,87.6541,71.9566,65.5753,61.6238,57.1085,54.7882,52.2712,52.1207,53.3588,54.8199,28.9612,14.6096,5.863015222,0.982008611,0.164055498,0.026905146,0.004273976,0.000628373,6.92E-05,0,0.007002829
25,AIM/CGE,World,ssp370,kt CH2Cl2 / yr,Emissions|CH2Cl2,732.306,777.075,778.011,792.154,815.942,841.287,906.999,941.755,995.466,1055.05,1048.86,1156.87,1284.99,1324.27,1328.6,1267.98,1395.19106,1216.101535,1171.579227,1180.481978,1113.266045,1040.154017,983.3725883,956.8753257,972.4479049
26,AIM/CGE,World,ssp370,kt CH3Br / yr,Emissions|CH3Br,165.259,165.599,161.141,158.928,156.217,154.123,152.415,147.289,144.473,144.243,142.674,140.422,136.715,133.393,133.679,133.823,138.7784487,126.0564541,117.4337512,109.5216954,99.49205252,87.99973971,76.59828207,67.56320065,63.2752322
27,AIM/CGE,World,ssp370,kt CH3CCl3 / yr,Emissions|CH3CCl3,19.4712,19.8069,12.3027,10.1229,9.747,7.5405,9.319,9.6981,6.3376,3.7694,2.4615,3.0036,3.0097,1.8384,1.2625,0,0,0,0,0,0,0,0,0,0
28,AIM/CGE,World,ssp370,kt CH3Cl / yr,Emissions|CH3Cl,5074.27,5094.23,5096.59,5113.75,5141.44,5209.98,5272.27,5250.68,5191.69,5145.27,5179.97,5252.93,5232.33,5231.23,5358.5,5404.81,5472.098685,5188.928845,4985.403438,4749.692528,4377.074632,3908.457757,3423.210967,3053.809562,2859.996378
29,AIM/CGE,World,ssp370,kt CHCl3 / yr,Emissions|CHCl3,457.522,447.649,449.675,458.965,446.329,435.173,441.638,432.908,439.125,449.78,445.965,454.408,482.645,515.888,507.954,459.646,501.3995352,421.3245759,368.8634586,328.3754422,288.5675115,249.4657324,213.8357756,183.2477657,171.6177566
30,AIM/CGE,World,ssp370,kt HCFC141b / yr,Emissions|HCFC141b,56.3417,56.3688,50.8432,44.4412,49.1358,53.9555,51.9116,49.9535,54.8815,61.5063,65.2095,67.6906,63.3115,59.8178,59.82,59.82,63.44872351,52.38194205,30.52998819,16.96743157,9.057601551,4.663471724,2.348069572,1.209343157,0.700516368
31,AIM/CGE,World,ssp370,kt HCFC142b / yr,Emissions|HCFC142b,25.7302,24.4905,25.1561,25.0709,28.5549,33.4475,36.4898,37.1097,33.0916,32.0814,29.8518,28.6456,25.4683,19.4671,22.47,22.47,20.0708,11.6285,3.6001,1.0108,0.2838,0.0796,0.0224,0.0063,0.0209
32,AIM/CGE,World,ssp370,kt HCFC22 / yr,Emissions|HCFC22,263.606,261.606,270.322,287.309,307.577,329.525,346.305,357.265,362.724,366.556,361.747,366.944,356.29,342.898,358.881,358.881,322.601,143.31,20.2888,1.8833,0.1748,0.0163,0.0015,2.00E-04,0.009
33,AIM/CGE,World,ssp370,kt HFC125 / yr,Emissions|HFC125,10.6407,11.0753,12.2145,15.6405,15.7589,16.1437,19.8911,26.5952,30.8156,33.9269,35.0695,43.3304,45.815,38.8888,57.1243,78.7906,154.436,212.359,251.942,282.003,299.827,318.903,340.664,358.674,380.637
34,AIM/CGE,World,ssp370,kt HFC134a / yr,Emissions|HFC134a,99.6574,96.2433,102.733,117.406,125.651,126.492,133.41,127.257,138.287,160.108,165.044,190.477,205.006,202.018,200.025,201.953,233.568,199.087,192.274,201.091,203.605,213.08,232.341,254.878,280.733
35,AIM/CGE,World,ssp370,kt HFC143a / yr,Emissions|HFC143a,8.5988,9.8521,11.6176,13.1148,13.0975,12.4343,14.1185,16.3997,17.5441,21.1428,20.4609,22.1586,21.423,23.8069,25.2487,32.381,56.2473,76.1049,93.6298,106.882,114.293,123.598,133.43,140.363,148.953
36,AIM/CGE,World,ssp370,kt HFC152a / yr,Emissions|HFC152a,21.4005,27.1848,29.6556,34.6566,42.2881,45.0016,51.038,55.7358,55.5451,58.7478,59.8799,59.9509,56.4308,52.2365,55.6047,55.8814,55.494,35.0376,27.9348,25.7419,23.5908,22.5361,22.6016,23.0128,23.8708
37,AIM/CGE,World,ssp370,kt HFC227ea / yr,Emissions|HFC227ea,0.8632,0.9428,1.2108,1.5605,2.051,2.3655,2.3532,2.4154,2.6197,2.9667,3.1827,3.4106,3.2771,2.9986,3.5393,3.6633,4.9607,5.0732,5.0839,5.2332,4.8597,4.5803,4.468,4.3956,4.4005
38,AIM/CGE,World,ssp370,kt HFC23 / yr,Emissions|HFC23,9.2978,8.984,9.7209,11.0054,12.7126,14.6265,12.6398,9.3263,8.8123,9.9336,11.2476,12.4982,12.5916,11.6042,12.991,14.4857,2.3552,0.5274,0.3183,0.1603,0.0845,0.0439,0.0227,0.0116,0
39,AIM/CGE,World,ssp370,kt HFC236fa / yr,Emissions|HFC236fa,0.1407,0.1567,0.1573,0.1581,0.22,0.2128,0.1822,0.2342,0.2122,0.1727,0.2799,0.3336,0.2583,0.241,0.256,0.2604,0.4195,0.5602,0.6967,0.8195,0.9076,1.0009,1.1037,1.1994,1.3028
40,AIM/CGE,World,ssp370,kt HFC245fa / yr,Emissions|HFC245fa,0.034,0.8062,2.9171,5.2265,6.6512,7.0792,6.8754,6.6981,7.076,7.8522,8.7779,9.4655,9.0542,9.7859,10.1025,11.7285,18.8947,25.2314,31.3812,36.9111,40.8775,45.0797,49.7112,54.0197,58.6784
41,AIM/CGE,World,ssp370,kt HFC32 / yr,Emissions|HFC32,1.4115,1.654,2.8038,4.7857,5.4873,6.3607,8.3862,8.403,10.6694,16.2233,15.9145,20.4152,24.0671,21.4529,30.4858,38.5792,6.2725,1.4046,0.8477,0.4269,0.225,0.1169,0.0605,0.0309,0
42,AIM/CGE,World,ssp370,kt HFC365mfc / yr,Emissions|HFC365mfc,0.27,0.6107,1.3138,2.2356,3.1186,3.4181,2.5592,2.7884,2.7884,2.9974,3.3098,3.5841,3.9269,4.2254,4.4701,4.6492,5.377,4.5833,4.4264,4.6293,4.6872,4.9053,5.3487,5.8676,6.4628
43,AIM/CGE,World,ssp370,kt HFC4310mee / yr,Emissions|HFC4310mee,0.5742,0.6387,0.7333,0.8537,0.9741,1.0846,1.1852,1.2649,1.3165,1.4335,1.3376,1.1291,0.9855,0.8723,1.1516,1.1516,1.1436,0.7221,0.5757,0.5305,0.4862,0.4644,0.4658,0.4742,0.4919
44,AIM/CGE,World,ssp370,kt Halon1202 / yr,Emissions|Halon1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,AIM/CGE,World,ssp370,kt Halon1211 / yr,Emissions|Halon1211,9.4801,8.8338,8.3686,8.0831,7.5268,6.9433,6.3118,5.7707,5.5738,5.2571,4.8976,4.3362,3.838,3.5746,3.481,3.2933,2.1847,0.9614,0.4231,0.1862,0.0819,0.0361,0.0159,0.007,0.008
46,AIM/CGE,World,ssp370,kt Halon1301 / yr,Emissions|Halon1301,1.9694,2.3248,2.2798,2.0263,2.1193,1.8948,1.5902,1.7022,1.6171,1.7273,1.8512,2.0962,1.7329,0.9626,1.2299,1.3378,1.1071,0.7583,0.5193,0.3557,0.2436,0.1668,0.1143,0.0783,0.0536
47,AIM/CGE,World,ssp370,kt Halon2402 / yr,Emissions|Halon2402,0.7715,0.7461,0.6766,0.602,0.5529,0.4697,0.4358,0.5916,0.6384,0.4772,0.3966,0.3911,0.4159,0.4444,0.3854,0.3481,0.279,0.1793,0.1153,0.0741,0.0476,0.0306,0.0197,0.0126,0.0081
48,AIM/CGE,World,ssp370,kt N2O / yr,Emissions|N2O,9603.19,9722.25,9991.77,10099.8,10354.6,10516.6,10802.6,10363.5,10429.7,10546.7,10539.8,10446.4,10593.9,10759,10866.3,10900,11774.9,13291.8,14526.6,15634.9,16638,17624.3,18581.1,19626.8,20654.1
49,AIM/CGE,World,ssp370,kt NF3 / yr,Emissions|NF3,0.3258,0.4425,0.5634,0.5745,0.5679,0.6649,0.7258,0.8465,1.1466,1.3875,1.5094,1.6315,1.6941,1.6971,1.4093,1.3581,1.4239,1.4677,1.4745,1.4418,1.4427,1.4546,1.4784,1.5349,1.6123
50,AIM/CGE,World,ssp370,kt SF6 / yr,Emissions|SF6,5.2735,5.3282,5.4976,5.5417,5.648,6.2799,6.9409,6.9754,6.8835,7.1599,7.2759,7.4657,7.7063,7.6862,7.8784,8.02,8.4088,8.6672,8.7075,8.5142,8.5193,8.5895,8.7306,9.0644,9.5213
51,AIM/CGE,World,ssp370,kt SO2F2 / yr,Emissions|SO2F2,1.4697,1.5831,1.8187,2.0008,1.9432,1.7404,1.4531,1.469,1.8119,2.1301,2.2231,2.6823,2.7865,2.4539,2.512,2.5317,2.9699,2.4054,2.044,1.8128,1.6649,1.5702,1.5095,1.4018,1.4018
52,AIM/CGE,World,ssp370,kt cC4F8 / yr,Emissions|cC4F8,0.6493,0.7093,0.8047,0.9364,1.06,1.111,1.1103,1.1317,1.1868,1.245,1.2721,1.2727,1.2729,1.2732,1.2672,1.2672,1.4866,1.2038,1.0231,0.9074,0.8332,0.7858,0.7557,0.7017,0.7017
